x,y,V
1,0,1
1.01,0,1.0201
1.02,0,1.0404
1.03,0,1.0609
1.04,0,1.0816
1.05,0,1.1025
1.06,0,1.1236
1.07,0,1.1449
1.08,0,1.1664
1.09,0,1.1881
1.1,0,1.21
1.11,0,1.2321
1.12,0,1.2544
1.13,0,1.2769
1.14,0,1.2996
1.15,0,1.3225
1.16,0,1.3456
1.17,0,1.3689
1.18,0,1.3924
1.19,0,1.4161
1.2,0,1.44
1.21,0,1.4641
1.22,0,1.4884
1.23,0,1.5129
1.24,0,1.5376
1.25,0,1.5625
1.26,0,1.5876
1.27,0,1.6129
1.28,0,1.6384
1.29,0,1.6641
1.3,0,1.69
1.31,0,1.7161
1.32,0,1.7424
1.33,0,1.7689
1.34,0,1.7956
1.35,0,1.8225
1.36,0,1.8496
1.37,0,1.8769
1.38,0,1.9044
1.39,0,1.9321
1.4,0,1.96
1.41,0,1.9881
1.42,0,2.0164
1.43,0,2.0449
1.44,0,2.0736
1.45,0,2.1025
1.46,0,2.1316
1.47,0,2.1609
1.48,0,2.1904
1.49,0,2.2201
1.5,0,2.25
1.51,0,2.2801
1.52,0,2.3104
1.53,0,2.3409
1.54,0,2.3716
1.55,0,2.4025
1.56,0,2.4336
1.57,0,2.4649
1.58,0,2.4964
1.59,0,2.5281
1.6,0,2.56
1.61,0,2.5921
1.62,0,2.6244
1.63,0,2.6569
1.64,0,2.6896
1.65,0,2.7225
1.66,0,2.7556
1.67,0,2.7889
1.68,0,2.8224
1.69,0,2.8561
1.7,0,2.89
1.71,0,2.9241
1.72,0,2.9584
1.73,0,2.9929
1.74,0,3.0276
1.75,0,3.0625
1.76,0,3.0976
1.77,0,3.1329
1.78,0,3.1684
1.79,0,3.2041
1.8,0,3.24
1.81,0,3.2761
1.82,0,3.3124
1.83,0,3.3489
1.84,0,3.3856
1.85,0,3.4225
1.86,0,3.4596
1.87,0,3.4969
1.88,0,3.5344
1.89,0,3.5721
1.9,0,3.61
1.91,0,3.6481
1.92,0,3.6864
1.93,0,3.7249
1.94,0,3.7636
1.95,0,3.8025
1.96,0,3.8416
1.97,0,3.8809
1.98,0,3.9204
1.99,0,3.9601
2,0,4
1,0.02,0.9604
1.01,0.02,0.9801
1.02,0.02,0.999999
1.03,0.02,1.0201
1.04,0.02,1.0404
1.05,0.02,1.0609
1.06,0.02,1.0816
1.07,0.02,1.1025
1.08,0.02,1.1236
1.09,0.02,1.1449
1.1,0.02,1.1664
1.11,0.02,1.18809
1.12,0.02,1.20999
1.13,0.02,1.23209
1.14,0.02,1.25439
1.15,0.02,1.27689
1.16,0.02,1.29959
1.17,0.02,1.32249
1.18,0.02,1.34559
